antibiotic,auroc,f1,split,order_name,hamming_loss,jaccard_score,all_zero_frac
Ciprofloxacin,0.7919663620139528,0.3904761904761905,random_seed8,misseeded_cipro_pen2,0.16116322701688554,0.5437148217636023,0.11163227016885553
Penicillin,0.7187511206741976,0.828505214368482,random_seed8,misseeded_cipro_pen2,0.16116322701688554,0.5437148217636023,0.11163227016885553
Erythromycin,0.7134562327564585,0.10309278350515463,random_seed8,misseeded_cipro_pen2,0.16116322701688554,0.5437148217636023,0.11163227016885553
Clindamycin,0.5289834618029168,0.12195121951219512,random_seed8,misseeded_cipro_pen2,0.16116322701688554,0.5437148217636023,0.11163227016885553
Oxacillin,0.8712426881858161,0.6548672566371682,random_seed8,misseeded_cipro_pen2,0.16116322701688554,0.5437148217636023,0.11163227016885553
