antibiotic,auroc,f1,split,order_name,hamming_loss,jaccard_score,all_zero_frac
Ciprofloxacin,0.7869928924507883,0.5100917431192661,temporal,ecc,0.2717440974866717,0.24470677837014468,0.3907083015993907
Cotrimoxazole,0.6564198889097592,0.4163568773234201,temporal,ecc,0.2717440974866717,0.24470677837014468,0.3907083015993907
Ceftriaxone,0.8497242932587761,0.6203473945409429,temporal,ecc,0.2717440974866717,0.24470677837014468,0.3907083015993907
Amoxicillin-Clavulanic acid,0.6346750724687202,0.16883116883116883,temporal,ecc,0.2717440974866717,0.24470677837014468,0.3907083015993907
Ampicillin-Amoxicillin,0.6516949274424357,0.6764144945963128,temporal,ecc,0.2717440974866717,0.24470677837014468,0.3907083015993907
