antibiotic,auroc,f1,split,hamming_loss,jaccard_score
Ceftriaxone,0.8219423377874082,0.5540540540540541,random_seed6,0.1297442799461642,0.03793180798564379
Tobramycin,0.7447352279697403,0.1686746987951807,random_seed6,0.1297442799461642,0.03793180798564379
Piperacillin-Tazobactam,0.7355907299806318,0.18867924528301888,random_seed6,0.1297442799461642,0.03793180798564379
Ciprofloxacin,0.7144066913335765,0.14492753623188406,random_seed6,0.1297442799461642,0.03793180798564379
Cotrimoxazole,0.7001095740309546,0.17341040462427745,random_seed6,0.1297442799461642,0.03793180798564379
