antibiotic,auroc,f1,split,order_name,hamming_loss,jaccard_score,jaccard_score_zd1,exact_match_ratio,restricted_jaccard,all_zero_frac,chain_baseline_agreement
Cotrimoxazole,0.6763894000736105,0.22857142857142856,random_seed5,reverse_order,0.16527590847913862,0.023844773441004934,0.6860251233737102,0.6702557200538358,0.07231292517006802,0.9448183041722745,0.9327052489905787
Ciprofloxacin,0.6664744550801521,0.15028901734104047,random_seed5,reverse_order,0.16527590847913862,0.023844773441004934,0.6860251233737102,0.6702557200538358,0.07231292517006802,0.9448183041722745,0.9327052489905787
Tobramycin,0.7021931296855768,0.0970873786407767,random_seed5,reverse_order,0.16527590847913862,0.023844773441004934,0.6860251233737102,0.6702557200538358,0.07231292517006802,0.9448183041722745,0.9327052489905787
Piperacillin-Tazobactam,0.6556500970294074,0.11290322580645161,random_seed5,reverse_order,0.16527590847913862,0.023844773441004934,0.6860251233737102,0.6702557200538358,0.07231292517006802,0.9448183041722745,0.9327052489905787
Ceftriaxone,0.7692038353803059,0.2916666666666667,random_seed5,reverse_order,0.16527590847913862,0.023844773441004934,0.6860251233737102,0.6702557200538358,0.07231292517006802,0.9448183041722745,0.9327052489905787
