antibiotic,auroc,f1,split,hamming_loss,jaccard_score
Ceftriaxone,0.831925894011202,0.5584415584415584,random_seed8,0.13055181695827725,0.04006280843427546
Tobramycin,0.8070889894419306,0.1590909090909091,random_seed8,0.13055181695827725,0.04006280843427546
Piperacillin-Tazobactam,0.7350049164208456,0.22727272727272727,random_seed8,0.13055181695827725,0.04006280843427546
Ciprofloxacin,0.7813549602686982,0.22695035460992907,random_seed8,0.13055181695827725,0.04006280843427546
Cotrimoxazole,0.7438473241453374,0.25842696629213485,random_seed8,0.13055181695827725,0.04006280843427546
