antibiotic,auroc,f1,split,hamming_loss,jaccard_score
Ceftriaxone,0.7563993977037455,0.42857142857142855,temporal,0.1300134589502019,0.02225213100044863
Tobramycin,0.7049332997734711,0.0967741935483871,temporal,0.1300134589502019,0.02225213100044863
Piperacillin-Tazobactam,0.6841191066997517,0.04081632653061224,temporal,0.1300134589502019,0.02225213100044863
Ciprofloxacin,0.6394230769230769,0.18840579710144928,temporal,0.1300134589502019,0.02225213100044863
Cotrimoxazole,0.6295821031115149,0.09696969696969697,temporal,0.1300134589502019,0.02225213100044863
