antibiotic,auroc,f1,split,hamming_loss,jaccard_score
Penicillin,0.7023941610901148,0.8203033838973163,temporal,0.15966228893058163,0.5364915572232645
Erythromycin,0.622679604038028,0.0546448087431694,temporal,0.15966228893058163,0.5364915572232645
Clindamycin,0.5487470276202671,0.013793103448275862,temporal,0.15966228893058163,0.5364915572232645
Oxacillin,0.8184623236822569,0.5491803278688525,temporal,0.15966228893058163,0.5364915572232645
Ciprofloxacin,0.681704260651629,0.38095238095238093,temporal,0.15966228893058163,0.5364915572232645
