antibiotic,auroc,f1,split,order_name,hamming_loss,jaccard_score,all_zero_frac,seed
Oxacillin,0.8881036266165405,0.7021276595744681,random_seed2,option_a,0.15816135084427768,0.5613039399624765,0.07692307692307693,2
Ciprofloxacin,0.7665138519175787,0.4051724137931034,random_seed2,option_a,0.15816135084427768,0.5613039399624765,0.07692307692307693,2
Oxacillin,0.9005843961502314,0.7311827956989247,random_seed2,misseeded_oxacillin,0.15572232645403378,0.5417135709818637,0.13602251407129456,2
Erythromycin,0.6943487292277615,0.23008849557522124,random_seed2,misseeded_oxacillin,0.15572232645403378,0.5417135709818637,0.13602251407129456,2
Clindamycin,0.616061606160616,0.2268041237113402,random_seed2,misseeded_oxacillin,0.15572232645403378,0.5417135709818637,0.13602251407129456,2
Penicillin,0.7565493149888404,0.840117994100295,random_seed2,misseeded_oxacillin,0.15572232645403378,0.5417135709818637,0.13602251407129456,2
Ciprofloxacin,0.7663906142167013,0.43037974683544306,random_seed2,misseeded_oxacillin,0.15572232645403378,0.5417135709818637,0.13602251407129456,2
Ciprofloxacin,0.7947660948437347,0.34782608695652173,random_seed2,misseeded_ciprofloxacin,0.16435272045028143,0.525750469043152,0.14071294559099437,2
Erythromycin,0.6809261974584555,0.09,random_seed2,misseeded_ciprofloxacin,0.16435272045028143,0.525750469043152,0.14071294559099437,2
Clindamycin,0.5798700889197199,0.10526315789473684,random_seed2,misseeded_ciprofloxacin,0.16435272045028143,0.525750469043152,0.14071294559099437,2
Oxacillin,0.8902668899938566,0.6589595375722543,random_seed2,misseeded_ciprofloxacin,0.16435272045028143,0.525750469043152,0.14071294559099437,2
Penicillin,0.7511059027700124,0.8387477849970466,random_seed2,misseeded_ciprofloxacin,0.16435272045028143,0.525750469043152,0.14071294559099437,2
Ciprofloxacin,0.7947660948437347,0.34782608695652173,random_seed2,misseeded_cipro_pen2,0.16679174484052534,0.5384615384615384,0.09568480300187618,2
Penicillin,0.7439807132346035,0.8353413654618473,random_seed2,misseeded_cipro_pen2,0.16679174484052534,0.5384615384615384,0.09568480300187618,2
Erythromycin,0.6809261974584555,0.09,random_seed2,misseeded_cipro_pen2,0.16679174484052534,0.5384615384615384,0.09568480300187618,2
Clindamycin,0.5798700889197199,0.10526315789473684,random_seed2,misseeded_cipro_pen2,0.16679174484052534,0.5384615384615384,0.09568480300187618,2
Oxacillin,0.882501194520433,0.6759002770083102,random_seed2,misseeded_cipro_pen2,0.16679174484052534,0.5384615384615384,0.09568480300187618,2
Penicillin,0.726778967254408,0.855031267765776,random_seed3,option_a,0.1553470919324578,0.573686679174484,0.09380863039399624,3
Erythromycin,0.6880480835550301,0.19574468085106383,random_seed3,option_a,0.1553470919324578,0.573686679174484,0.09380863039399624,3
Clindamycin,0.6091476934725002,0.21105527638190955,random_seed3,option_a,0.1553470919324578,0.573686679174484,0.09380863039399624,3
Oxacillin,0.9153718602223178,0.7113702623906706,random_seed3,option_a,0.1553470919324578,0.573686679174484,0.09380863039399624,3
Ciprofloxacin,0.7233748852592266,0.35353535353535354,random_seed3,option_a,0.1553470919324578,0.573686679174484,0.09380863039399624,3
Oxacillin,0.9291732035083996,0.7218934911242604,random_seed3,misseeded_oxacillin,0.16078799249530956,0.5368824265165728,0.16322701688555347,3
Erythromycin,0.6893058139602279,0.211864406779661,random_seed3,misseeded_oxacillin,0.16078799249530956,0.5368824265165728,0.16322701688555347,3
Clindamycin,0.6074914823427614,0.20202020202020202,random_seed3,misseeded_oxacillin,0.16078799249530956,0.5368824265165728,0.16322701688555347,3
Penicillin,0.7403342161801748,0.8256227758007118,random_seed3,misseeded_oxacillin,0.16078799249530956,0.5368824265165728,0.16322701688555347,3
Ciprofloxacin,0.7240545710622017,0.358974358974359,random_seed3,misseeded_oxacillin,0.16078799249530956,0.5368824265165728,0.16322701688555347,3
Ciprofloxacin,0.7492800235437556,0.38,random_seed3,misseeded_ciprofloxacin,0.16266416510318948,0.5311131957473421,0.16416510318949343,3
Erythromycin,0.6589406084633085,0.18584070796460178,random_seed3,misseeded_ciprofloxacin,0.16266416510318948,0.5311131957473421,0.16416510318949343,3
Clindamycin,0.6046995835812016,0.17204301075268819,random_seed3,misseeded_ciprofloxacin,0.16266416510318948,0.5311131957473421,0.16416510318949343,3
Oxacillin,0.9047026179004315,0.6561514195583596,random_seed3,misseeded_ciprofloxacin,0.16266416510318948,0.5311131957473421,0.16416510318949343,3
Penicillin,0.7397160690472664,0.8242280285035629,random_seed3,misseeded_ciprofloxacin,0.16266416510318948,0.5311131957473421,0.16416510318949343,3
Ciprofloxacin,0.7492800235437556,0.38,random_seed3,misseeded_cipro_pen2,0.15422138836772983,0.5692307692307692,0.10412757973733583,3
Penicillin,0.7427095680841607,0.8558352402745996,random_seed3,misseeded_cipro_pen2,0.15422138836772983,0.5692307692307692,0.10412757973733583,3
Erythromycin,0.6729205427367518,0.168141592920354,random_seed3,misseeded_cipro_pen2,0.15422138836772983,0.5692307692307692,0.10412757973733583,3
Clindamycin,0.6031853334054406,0.16042780748663102,random_seed3,misseeded_cipro_pen2,0.15422138836772983,0.5692307692307692,0.10412757973733583,3
Oxacillin,0.9250249842278339,0.7002967359050445,random_seed3,misseeded_cipro_pen2,0.15422138836772983,0.5692307692307692,0.10412757973733583,3
Penicillin,0.7372811171660879,0.8394781622234827,random_seed4,option_a,0.15722326454033772,0.5763133208255159,0.08630393996247655,4
Erythromycin,0.7311772625280478,0.14084507042253522,random_seed4,option_a,0.15722326454033772,0.5763133208255159,0.08630393996247655,4
Clindamycin,0.5781993071671208,0.14130434782608695,random_seed4,option_a,0.15722326454033772,0.5763133208255159,0.08630393996247655,4
Oxacillin,0.8945533769063181,0.7209302325581395,random_seed4,option_a,0.15722326454033772,0.5763133208255159,0.08630393996247655,4
Ciprofloxacin,0.7762233640517846,0.4380952380952381,random_seed4,option_a,0.15722326454033772,0.5763133208255159,0.08630393996247655,4
Oxacillin,0.9000381263616558,0.7130434782608696,random_seed4,misseeded_oxacillin,0.15196998123827393,0.5641494684177611,0.13227016885553472,4
Erythromycin,0.7349349289454001,0.2171945701357466,random_seed4,misseeded_oxacillin,0.15196998123827393,0.5641494684177611,0.13227016885553472,4
Clindamycin,0.6153970335990313,0.20430107526881722,random_seed4,misseeded_oxacillin,0.15196998123827393,0.5641494684177611,0.13227016885553472,4
Penicillin,0.7433299931824318,0.8371278458844134,random_seed4,misseeded_oxacillin,0.15196998123827393,0.5641494684177611,0.13227016885553472,4
