antibiotic,auroc_mean,auroc_std,f1_mean,f1_std,hamming_loss_mean,hamming_loss_std,jaccard_score_mean,jaccard_score_std
Ciprofloxacin,0.7819840755930975,0.01738035566094412,0.4017612329393141,0.0313980343312547,0.1567729831144465,0.0032135598913039095,0.5629502814258911,0.010820672917149948
Clindamycin,0.7217174197923515,0.019524061746726676,0.08957820627428395,0.04582720804495366,0.1567729831144465,0.0032135598913039095,0.5629502814258911,0.010820672917149948
Erythromycin,0.7144719625392709,0.02385212208133398,0.12899422445332118,0.03314372121440747,0.1567729831144465,0.0032135598913039095,0.5629502814258911,0.010820672917149948
Oxacillin,0.9096755265717633,0.013711962641760061,0.6951965147107376,0.026091181424543725,0.1567729831144465,0.0032135598913039095,0.5629502814258911,0.010820672917149948
Penicillin,0.7410399447854151,0.013244502884876316,0.8455318053330849,0.009624642167512002,0.1567729831144465,0.0032135598913039095,0.5629502814258911,0.010820672917149948
