antibiotic,auroc,f1,split,hamming_loss,jaccard_score
Penicillin,0.726778967254408,0.855031267765776,random_seed3,0.15347091932457785,0.5740619136960601
Erythromycin,0.6752737157529285,0.18502202643171806,random_seed3,0.15347091932457785,0.5740619136960601
Clindamycin,0.7111635390189823,0.06976744186046512,random_seed3,0.15347091932457785,0.5740619136960601
Oxacillin,0.9291732035083996,0.7218934911242604,random_seed3,0.15347091932457785,0.5740619136960601
Ciprofloxacin,0.7492800235437556,0.38,random_seed3,0.15347091932457785,0.5740619136960601
