chain_idx,all_zero_frac
0,0.6519421172886519
1,0.8316831683168316
2,0.8164508758568164
3,0.6527037319116527
4,0.8461538461538461
5,0.8202589489718203
6,0.511043412033511
7,0.39146991622239147
8,0.8392993145468393
9,0.7791317593297792
