antibiotic,auroc,f1,split,hamming_loss,jaccard_score,jaccard_score_zd1,exact_match_ratio,restricted_jaccard
Piperacillin-Tazobactam,0.6471733787105313,0.0,random_seed9,0.09614835948644793,0.0042796005706134095,0.7774607703281027,0.7774607703281027,0.018867924528301886
Meropenem,0.5693967758710348,0.0,random_seed9,0.09614835948644793,0.0042796005706134095,0.7774607703281027,0.7774607703281027,0.018867924528301886
Ciprofloxacin,0.6479991057455846,0.08,random_seed9,0.09614835948644793,0.0042796005706134095,0.7774607703281027,0.7774607703281027,0.018867924528301886
Ceftazidime,0.6063373981825886,0.0,random_seed9,0.09614835948644793,0.0042796005706134095,0.7774607703281027,0.7774607703281027,0.018867924528301886
Cefepime,0.627807486631016,0.0,random_seed9,0.09614835948644793,0.0042796005706134095,0.7774607703281027,0.7774607703281027,0.018867924528301886
