antibiotic,auroc,f1,split,order_name,hamming_loss,jaccard_score,all_zero_frac
Ciprofloxacin,0.813396121559566,0.42398286937901497,temporal,ecc,0.27265803503427266,0.09914953033764916,0.7981721249047982
Cotrimoxazole,0.6971637105213728,0.18218623481781376,temporal,ecc,0.27265803503427266,0.09914953033764916,0.7981721249047982
Ceftriaxone,0.8651289220254739,0.553314121037464,temporal,ecc,0.27265803503427266,0.09914953033764916,0.7981721249047982
Amoxicillin-Clavulanic acid,0.6608236091415944,0.07614213197969544,temporal,ecc,0.27265803503427266,0.09914953033764916,0.7981721249047982
Ampicillin-Amoxicillin,0.6729420450350683,0.4182879377431907,temporal,ecc,0.27265803503427266,0.09914953033764916,0.7981721249047982
